inst_id,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
18,gyeonggi,92,2008-02-19,250.0,general_hospital,49669173562.0,8844036521.0,38845605937.0,22985012106.0,423613410.0,2034357679.0,1462729706.0,11840547.0,356946288.0,11434839492.0,11172140366.0,142664146.0,262699126.0,60683376120.0,59661914864.0,443318000.0,0.0,52901576100.0,24429396302.0,12141126926.0,28472179798.0,21888979343.0,19216639512.0,0.0,46490012947.0,7983493712.0,36824359713.0,22830679846.0,345108885.0,1761107312.0,1354864487.0,22444073.0,243717022.0,12837772927.0,10479138744.0,122741918.0,340508004.0,51519559632.0,49558158555.0,270580000.0,0.0,51306502698.0,27458050798.0,15148977633.0,23848451900.0,19445067960.0,13050829861.0,0.0,53.0,53.0,same
19,jeonbuk,136,2013-06-05,656.0,nursing_hospital,14819927146.0,0.0,14334987909.0,7603418730.0,272732334.0,310062763.0,276768409.0,252052728.0,195556080.0,3921154973.0,3921154973.0,674724910.0,0.0,15603076318.0,14932646145.0,343140000.0,0.0,12992587296.0,12987587296.0,12000000000.0,5000000.0,0.0,6531643995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,250.0,same
22,choongbuk,108,2008-09-09,123.0,nursing_hospital,2998495883.0,138568532.0,2485503499.0,1398272118.0,75589.0,372743761.0,361970741.0,0.0,1755680.0,1268057892.0,1208023892.0,602250084.0,60034000.0,21905275891.0,21689996998.0,215278893.0,0.0,15217907306.0,12362778576.0,11155299923.0,2855128730.0,2363789509.0,7955426477.0,0.0,2893263699.0,149158043.0,2452306908.0,1262933338.0,182.0,207128691.0,207128691.0,0.0,84670239.0,915012635.0,904732635.0,267837420.0,10280000.0,22518784420.0,22028897980.0,249886440.0,0.0,12910033559.0,2748070748.0,1392354000.0,10161962811.0,10152797519.0,10523763496.0,0.0,54.0,54.0,change
25,incheon,140,2008-09-24,143.0,hospital,66977875101.0,0.0,65577844107.0,27833843744.0,225875258.0,2446763579.0,1324953766.0,0.0,-820857327.0,11265292426.0,9778297467.0,8593225247.0,1486994959.0,54168775909.0,49417225654.0,1967043763.0,0.0,57951971241.0,34959588443.0,10953178838.0,22992382798.0,13600000000.0,7482097094.0,0.0,63150222225.0,0.0,60434034997.0,25473400923.0,84993235.0,2336196225.0,1386481533.0,97081740.0,367902498.0,9277325453.0,7839075785.0,4344648051.0,1438249668.0,58361648331.0,50474603648.0,5023822600.0,0.0,57939482777.0,29351349870.0,11042242270.0,28588132907.0,25167015159.0,9699491007.0,0.0,209.0,209.0,same
26,ulsan,127,2016-05-31,237.0,general_hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.0,901.0,same
27,ulsan,127,1981-06-22,526.0,general_hospital,124000000000.0,35743130029.0,91327949038.0,57788136980.0,1314452222.0,1570602979.0,896998857.0,137870752.0,-3753817012.0,19014833155.0,18872481981.0,15862433.0,142351174.0,56557453510.0,45434143230.0,10085168680.0,0.0,74703721975.0,39373879374.0,10348327418.0,35329842601.0,13094314767.0,868564690.0,0.0,106000000000.0,31538714184.0,77999052487.0,47801058040.0,1277650060.0,1509925077.0,765308352.0,614884390.0,-4064822885.0,19281545729.0,19221242286.0,32955720.0,60303443.0,57000532120.0,47710628640.0,8767966280.0,0.0,71659696147.0,36810665598.0,9353486462.0,34849030549.0,15362446837.0,4622381702.0,0.0,951.0,901.0,same
33,seoul,3,1982-03-29,181.0,general_hospital,15690699439.0,0.0,15690319472.0,8142441296.0,511215199.0,2474767666.0,319704982.0,0.0,-1963172500.0,3712671845.0,3689155191.0,100333900.0,23516654.0,18108427179.0,16383766379.0,1666949800.0,0.0,18712566017.0,15422489774.0,8857822253.0,3290076243.0,0.0,3108533007.0,0.0,14686578410.0,0.0,14668636015.0,7776280840.0,279872271.0,696027827.0,325310528.0,0.0,-398213161.0,3863426882.0,3844125823.0,128808910.0,19301059.0,19362338743.0,17159650943.0,1652406800.0,0.0,18154060118.0,16534060118.0,9490786213.0,1620000000.0,0.0,5071705507.0,0.0,183.0,171.0,change
34,incheon,138,2012-12-31,243.0,general_hospital,38928596428.0,8449315118.0,28736229589.0,18880365145.0,237324276.0,1543529755.0,1042222917.0,39631614.0,397214628.0,22844745285.0,22361993468.0,4761274747.0,482751817.0,88445094022.0,85990066982.0,2422999400.0,0.0,52131881696.0,20477144584.0,8732077001.0,31654737112.0,26882166680.0,59157957611.0,922085940.0,36233792174.0,8510962520.0,26393288884.0,17523260061.0,228787705.0,1143289166.0,998216798.0,83505356.0,331533953.0,23422373579.0,22848488681.0,3615003389.0,573884898.0,75752871876.0,73224607110.0,2484777400.0,0.0,40414502472.0,18865481253.0,7790456042.0,21549021219.0,18226666672.0,58760742983.0,524871312.0,409.0,328.0,change
35,daejeon,49,2012-01-03,291.0,nursing_hospital,6857075503.0,316104702.0,6011691943.0,2849657910.0,26235813.0,513877434.0,88591452.0,61504280.0,-19867043.0,819400069.0,788366733.0,729715174.0,31033336.0,13166710760.0,13160549820.0,5000000.0,0.0,0.0,13160549820.0,8692294160.0,0.0,0.0,0.0,724226716.0,4567259957.0,212190276.0,3785693521.0,1930829961.0,42542552.0,345057952.0,47183083.0,41105761.0,225754999.0,496786330.0,496786330.0,470735010.0,0.0,13600147868.0,13598599948.0,0.0,0.0,0.0,13598599948.0,8725664160.0,0.0,0.0,0.0,744093759.0,42.0,42.0,same
36,seoul,77,1994-06-22,195.0,general_hospital,22920991463.0,0.0,23161528038.0,10521716794.0,1619736486.0,1161622440.0,357708193.0,80621490.0,136955981.0,5808388270.0,5412264543.0,2150485227.0,396123727.0,16709736766.0,13949663315.0,2057226000.0,0.0,15436165283.0,13579003753.0,8642538015.0,1857161530.0,700000000.0,7081959753.0,5011010300.0,21974122529.0,0.0,21464413685.0,9651965549.0,366705342.0,548014805.0,392175790.0,8673777.0,319725604.0,3358457091.0,2975159272.0,2000561307.0,383297819.0,15672943991.0,13110473001.0,2057226000.0,0.0,15646251824.0,14377648914.0,9404998933.0,1268602910.0,194350000.0,3385149258.0,0.0,194.0,194.0,same
37,daegu,44,2005-09-26,167.0,hospital,17096005437.0,1148889637.0,15517999341.0,8231830104.0,22507591.0,474517882.0,472039090.0,0.0,-22893832.0,2292087499.0,2225171415.0,72036.0,66916084.0,18698943512.0,15801073664.0,2897868848.0,0.0,16903461067.0,11346318961.0,8563500000.0,5557142106.0,555940000.0,4087569944.0,1008090000.0,17315410085.0,1178732835.0,15563504253.0,8291716125.0,14880783.0,509595759.0,475213502.0,46803310.0,31654711.0,3002564089.0,2931975475.0,0.0,70588614.0,18831922650.0,15742389396.0,3084533254.0,0.0,16210249656.0,10902809656.0,8249915828.0,5307440000.0,5287440000.0,5624237083.0,1008090000.0,355.0,358.0,same
38,gyeonggi,96,2006-10-13,346.0,general_hospital,67068990371.0,0.0,63496177471.0,29793955850.0,2592034969.0,5335543642.0,2841474870.0,324138415.0,505165812.0,19360618174.0,18244190311.0,183244162.0,1116427863.0,102000000000.0,96389173566.0,2114020000.0,0.0,86697249913.0,37895352593.0,8416499288.0,48801897320.0,41124897062.0,34804436455.0,10929718196.0,65706545267.0,0.0,60340378228.0,27928340890.0,2037275796.0,5641498192.0,2593366043.0,273203545.0,1488741098.0,18493075097.0,17642665447.0,206724822.0,850409650.0,101000000000.0,96234520243.0,776051000.0,0.0,85088583901.0,68468775764.0,12012999075.0,16619808137.0,9711297565.0,34650587619.0,11281035172.0,606.0,633.0,change
39,seoul,119,1982-04-21,48.0,hospital,9293955823.0,0.0,10980487018.0,5578216390.0,125260866.0,235115549.0,231104453.0,0.0,-1796385878.0,1500644005.0,1358172426.0,0.0,142471579.0,8642146868.0,8475546868.0,0.0,0.0,7907162972.0,7260543588.0,6257142374.0,646619384.0,0.0,2235627901.0,6019553199.0,10787185619.0,0.0,11651916411.0,6879270163.0,151972901.0,232810613.0,232600533.0,0.0,-945568504.0,1669906019.0,1562542144.0,0.0,107363875.0,8701061722.0,8534461722.0,0.0,0.0,7338953962.0,6135746287.0,5306693057.0,1203207675.0,0.0,3032013779.0,6019553199.0,117.0,135.0,change
42,daegu,43,2008-01-28,252.0,hospital,13927661065.0,743799451.0,11624015409.0,7097650666.0,8217133.0,350522595.0,350522595.0,231296213.0,986244530.0,2615974636.0,2593840426.0,2515649444.0,22134210.0,21430590591.0,20987077212.0,462000.0,0.0,12098966480.0,10683568951.0,7729516293.0,1415397529.0,0.0,11947598747.0,0.0,11919221630.0,585579999.0,9874112423.0,5099015290.0,2668341.0,359155384.0,322794083.0,0.0,1103042165.0,2483380503.0,2455009853.0,1858141357.0,28370650.0,22580354975.0,22157948118.0,462000.0,0.0,11711993007.0,2709993007.0,1525239973.0,9000000000.0,8900000000.0,13351742471.0,0.0,164.0,164.0,same
44,gyeongbuk,114,1996-12-10,66.0,hospital,24074718560.0,6429351944.0,16603254922.0,11567304900.0,1508636487.0,2061558066.0,222096329.0,92501890.0,396688225.0,3683441982.0,3545415312.0,0.0,138026670.0,15044378768.0,14717396768.0,326982000.0,0.0,14812671115.0,11520604709.0,6825021917.0,3292066406.0,0.0,3915149635.0,0.0,23915748030.0,6161905349.0,16493932169.0,11226127320.0,1477795614.0,2292094710.0,262606431.0,87463140.0,358148276.0,3130415687.0,2994673619.0,0.0,135742068.0,15352993727.0,15105021727.0,247972000.0,0.0,14964948004.0,11922118304.0,7686834397.0,3042829700.0,0.0,3518461410.0,0.0,266.0,244.0,same
45,gyeongbuk,7,2004-06-01,196.0,nursing_hospital,9096548420.0,0.0,8732286589.0,4287374108.0,33716293.0,286024540.0,268520208.0,18664150.0,93289434.0,1243335796.0,1146867994.0,0.0,82356623.0,9779431803.0,9635402159.0,32577000.0,0.0,10767212539.0,8132532886.0,6658527565.0,2634679653.0,1998560000.0,255555060.0,0.0,8643688127.0,0.0,8261377198.0,3956761543.0,69718027.0,316058310.0,280889707.0,21299300.0,114671346.0,1074828099.0,1057855758.0,0.0,0.0,10907594943.0,10598250599.0,32577000.0,0.0,10538805841.0,1658360496.0,962739000.0,8880445345.0,8880445345.0,1443617201.0,443617201.0,156.0,153.0,same
47,daegu,40,1997-12-31,137.0,hospital,25388522198.0,5799018072.0,19474790132.0,12205737320.0,469549977.0,368301439.0,330071049.0,160871190.0,55091342.0,2332360925.0,2090377954.0,1254000.0,241982971.0,32782058193.0,32684163193.0,68895000.0,0.0,21839514233.0,12125402803.0,6408261456.0,9714111430.0,2596212250.0,13274904885.0,13752084380.0,22997709353.0,5452890556.0,18612496373.0,11874492700.0,501767174.0,636319450.0,400809600.0,0.0,-1202229852.0,2132311377.0,1923416004.0,1254000.0,208895373.0,20399628377.0,20113023377.0,233785000.0,0.0,23064210591.0,13824175225.0,8061963932.0,9240035366.0,2620000000.0,,0.0,243.0,224.0,same
49,gyeongbuk,172,2003-03-18,63.0,hospital,14802668835.0,1462372502.0,12946015815.0,8418942090.0,75897969.0,350360910.0,322501564.0,9915370.0,109902207.0,894536014.0,653358359.0,0.0,241177655.0,21451059510.0,21318451510.0,132608000.0,0.0,16639679773.0,8751511234.0,6106319856.0,7888168539.0,6064390000.0,5705915751.0,4179247927.0,14336147847.0,1536435665.0,12463857309.0,8207703010.0,56514708.0,269317716.0,235996820.0,12277740.0,110774125.0,836277606.0,645431409.0,0.0,190846197.0,15151838824.0,14712130824.0,147608000.0,0.0,10392102886.0,6201936861.0,4538615543.0,4190166025.0,3533230000.0,5596013544.0,4069345720.0,148.0,140.0,same
50,gangwon,128,2001-08-21,149.0,hospital,58201450435.0,8002571377.0,48778584637.0,21839686580.0,418567384.0,383067082.0,296607165.0,578397450.0,877397273.0,6707079632.0,6015740971.0,14538250.0,691338661.0,36060444883.0,33911264854.0,793000000.0,0.0,32936293856.0,16022058091.0,6066075906.0,16914235765.0,5940000000.0,9831230659.0,26928.0,55675951519.0,6228445364.0,44832427518.0,19701272360.0,286410207.0,2878319088.0,471474568.0,192228400.0,1830941356.0,7762225881.0,7144963104.0,19370000.0,617262777.0,37587470374.0,35412478668.0,905000000.0,0.0,37247076511.0,17806574974.0,8574163266.0,19440501537.0,8374475000.0,8102619744.0,26928.0,418.0,418.0,same
51,seoul,23,2008-02-25,406.0,nursing_hospital,16732825088.0,2568596158.0,12355081959.0,7040943933.0,40114330.0,375248502.0,343800103.0,299015472.0,1174997327.0,2852257400.0,2730376047.0,2531896852.0,121881353.0,37045300701.0,34814625429.0,0.0,0.0,31260502979.0,21212502979.0,5657072507.0,10000000000.0,8700000000.0,8637055122.0,0.0,17382142356.0,2550276626.0,12479346835.0,6825087415.0,93110393.0,1116843207.0,448027970.0,120091805.0,1208694276.0,2271917969.0,2074443425.0,1852879362.0,197474544.0,38429135816.0,35278135816.0,0.0,0.0,33326286400.0,22864286400.0,6143827922.0,10500000000.0,9300000000.0,7374767385.0,0.0,249.0,253.0,same
52,gyeonggi,96,2001-02-02,0.0,traditional_clinic,13207438120.0,2301603808.0,10269216425.0,5671130470.0,15051797.0,314375353.0,172718176.0,68212895.0,269081436.0,2042506734.0,1914822836.0,0.0,127683898.0,8963332085.0,8097412639.0,61340600.0,0.0,6926195411.0,6901195411.0,5631111110.0,25000000.0,0.0,4079643408.0,0.0,11835954883.0,1648423124.0,9907985262.0,5963381150.0,43262276.0,313362395.0,156262167.0,0.0,9446378.0,2122994887.0,1969267967.0,0.0,153726920.0,8822733591.0,8103954776.0,118843000.0,0.0,6491095906.0,6466095906.0,5764444442.0,25000000.0,0.0,4454632572.0,0.0,93.0,95.0,same
53,gyeonggi,97,2008-09-30,78.0,nursing_hospital,6859738630.0,471712908.0,6693224258.0,3662477466.0,184397552.0,158090415.0,157639434.0,0.0,-278891399.0,1028775130.0,943187548.0,20758790.0,85587582.0,10034376460.0,9530157739.0,346880000.0,0.0,8458883643.0,7244379105.0,5332648695.0,1214504538.0,0.0,2604267947.0,0.0,7570750562.0,477437525.0,6914469482.0,3465553460.0,124474798.0,180592251.0,178052542.0,0.0,122726102.0,836181704.0,741337176.0,19766090.0,94844528.0,10294749851.0,9796591822.0,348080000.0,0.0,8247772209.0,7000122291.0,3128973415.0,1247649918.0,0.0,2883159346.0,0.0,94.0,90.0,same
55,incheon,141,1993-07-08,232.0,general_hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,323.0,same
56,jeonnam,33,2004-07-30,584.0,nursing_hospital,21793838320.0,904780292.0,18951985137.0,12781902660.0,610626714.0,1202445218.0,169551969.0,371350880.0,973903507.0,17696396607.0,17606214680.0,0.0,90181927.0,20178273850.0,19972987375.0,99300620.0,0.0,12276250672.0,6924378849.0,5000000000.0,5351871823.0,0.0,25598419785.0,0.0,21798408033.0,842205893.0,17932268744.0,12006426230.0,263512591.0,1914171812.0,256108672.0,400375710.0,972898465.0,16601464461.0,16534795174.0,338000000.0,66669287.0,19374524387.0,19088379056.0,213887420.0,0.0,11473586047.0,7023572554.0,5000000000.0,4450013493.0,0.0,24502402801.0,0.0,323.0,323.0,same
57,jeonnam,38,2008-09-23,101.0,nursing_hospital,8809012224.0,0.0,8387238471.0,3412376547.0,24733405.0,306102348.0,274342243.0,11757920.0,128646890.0,983586111.0,812509700.0,240175801.0,171076411.0,15852064318.0,15622064318.0,230000000.0,0.0,8252415016.0,6167030552.0,4732030670.0,2085384464.0,2085384464.0,8583235413.0,0.0,8933886580.0,0.0,8436754281.0,3360017759.0,144845.0,256413209.0,176662516.0,0.0,240863935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,same
58,gyeonggi,168,2013-02-06,132.0,nursing_hospital,2681765580.0,180200922.0,2014579640.0,936645110.0,59924069.0,428721218.0,284069476.0,0.0,118187869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093132140.0,142854148.0,1751389576.0,916482193.0,21947086.0,147298317.0,113100675.0,0.0,73537185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,change
59,choongnam,94,2014-03-18,258.0,nursing_hospital,8546126935.0,0.0,6737509250.0,3830658980.0,6467580.0,539890179.0,513787982.0,0.0,1275195086.0,2887867418.0,2550065516.0,1843823564.0,337801902.0,20854146408.0,20546016366.0,263862900.0,0.0,11737791374.0,5531070657.0,4665480000.0,6206720717.0,5856720717.0,12004222452.0,6505224190.0,8400143979.0,0.0,6970727978.0,4230171230.0,41032041.0,588920467.0,510833633.0,0.0,881527575.0,2889902409.0,2405504247.0,1898913934.0,484398162.0,20815193408.0,20495356610.0,267292900.0,0.0,12976068451.0,6426152497.0,5372799940.0,6549915954.0,6549915954.0,10729027366.0,6505224190.0,137.0,137.0,same
60,gyeonggi,74,2003-12-02,53.0,hospital,9945697033.0,2518533380.0,7838979629.0,4001863380.0,58259710.0,204524605.0,176306594.0,0.0,-558080871.0,2308999637.0,2148142259.0,970975608.0,160857378.0,6430171867.0,6356611667.0,2060000.0,0.0,7054460794.0,6031625979.0,4664011450.0,1022834815.0,0.0,1684710710.0,0.0,9947007996.0,2694808738.0,7435854028.0,3923363240.0,126181664.0,288251902.0,160406476.0,0.0,-345725008.0,3217332997.0,2767906283.0,1056078929.0,449426714.0,7032585816.0,6996906598.0,2060000.0,0.0,6928901664.0,3528901664.0,1647238490.0,3400000000.0,3000000000.0,3321017149.0,0.0,90.0,90.0,same
61,gyeonggi,24,2008-04-02,164.0,hospital,6480419010.0,0.0,7611627015.0,4383683589.0,5905707.0,163905774.0,163868524.0,0.0,-1289208072.0,1759257575.0,1759257575.0,0.0,0.0,7267490563.0,6917490563.0,350000000.0,0.0,6979032891.0,5699212493.0,4614380000.0,1279820398.0,0.0,2047715247.0,0.0,6601941710.0,0.0,6415569775.0,4253093144.0,14062706.0,183384001.0,165332026.0,0.0,17050640.0,2093419276.0,2082118494.0,0.0,11300782.0,9288879664.0,8912147271.0,376732393.0,0.0,6012014148.0,6012014148.0,5036101232.0,0.0,0.0,5370284792.0,0.0,99.0,99.0,same
62,gyeonggi,120,2005-02-24,0.0,clinic,151000000000.0,98503322990.0,49547764666.0,3726935398.0,1407328026.0,2640421560.0,55331120.0,305400448.0,992483835.0,42808356695.0,41791456468.0,70588560.0,1016900227.0,26198928184.0,17262009402.0,5488177269.0,0.0,39545947657.0,29850842393.0,4600000000.0,9695105264.0,0.0,29461337222.0,43194221.0,136000000000.0,86581590331.0,45089804448.0,3101032367.0,1398482994.0,2532895583.0,29245848.0,484014835.0,2325907457.0,40818694405.0,39705368784.0,27006689.0,1113325621.0,17844411250.0,11767377955.0,4700024269.0,0.0,30194252268.0,21517596259.0,0.0,8676656009.0,0.0,28468853387.0,43194221.0,454.0,425.0,same
63,gyeongnam,5,2013-04-09,206.0,general_hospital,20425771788.0,4133216227.0,14902797655.0,10796721206.0,263511030.0,1041124875.0,691712214.0,189294110.0,422849951.0,5021154737.0,4648822830.0,0.0,372331907.0,35966517012.0,34950096428.0,877111000.0,0.0,24367583508.0,9299760234.0,4579304677.0,15067823274.0,9630291360.0,16620088241.0,0.0,20381268714.0,4352160507.0,14566494451.0,10238355380.0,271529989.0,1218739313.0,859039602.0,12264120.0,503140312.0,5548918205.0,5252864326.0,2651482168.0,296053879.0,35512534044.0,34370840460.0,935991000.0,0.0,24814213959.0,8077364409.0,0.0,16736849550.0,10281084209.0,16247238290.0,0.0,205.0,226.0,same
65,gyeonggi,177,2011-05-12,126.0,hospital,27912697687.0,2442931060.0,17957418899.0,7511234837.0,2224248.0,4010569368.0,67068540.0,794522148.0,2709480460.0,20282084651.0,20227834651.0,2823876231.0,54250000.0,28041839650.0,24488939650.0,3348500000.0,0.0,25693380103.0,14089898386.0,4531865427.0,11603481717.0,2833260000.0,22630544198.0,0.0,26910431794.0,2044592472.0,16731313050.0,7071659787.0,30863345.0,4224260363.0,165132802.0,904909800.0,3036219454.0,14241633015.0,14152068015.0,2340607443.0,89565000.0,28684510208.0,25459010208.0,3225500000.0,0.0,23005079485.0,14946322111.0,6469865427.0,8058757374.0,3000000000.0,19921063738.0,0.0,210.0,210.0,same
